Date : 2025-03-05 22:33:58
Directory : c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri
Total : 78 files,  48687 codes, 1105 comments, 5007 blanks, all 54799 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\extensions\turtle_sg.py      | Python   |        245 |          2 |         67 |        314 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\frieze\__init__.py           | Python   |          1 |          0 |          1 |          2 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\frieze\frieze.py             | Python   |        206 |          0 |         48 |        254 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\geometry\bezier.py           | Python   |        528 |          5 |        124 |        657 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\geometry\circle.py           | Python   |        382 |          4 |         67 |        453 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\geometry\ellipse.py          | Python   |        325 |          4 |         80 |        409 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\geometry\geometry.py         | Python   |      3,153 |         99 |        757 |      4,009 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\geometry\hobby.py            | Python   |        339 |         18 |         56 |        413 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\graphics\__init__.py         | Python   |         84 |          5 |         19 |        108 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\graphics\affine.py           | Python   |        342 |         21 |        114 |        477 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\graphics\all_enums.py        | Python   |        721 |         45 |        154 |        920 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\graphics\batch.py            | Python   |        631 |          2 |        116 |        749 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\graphics\bbox.py             | Python   |        397 |          4 |         82 |        483 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\graphics\common.py           | Python   |        109 |          3 |         27 |        139 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\graphics\core.py             | Python   |        261 |          2 |         48 |        311 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\graphics\dots.py             | Python   |         99 |          0 |         26 |        125 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\graphics\merge.py            | Python   |        242 |          3 |         28 |        273 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\graphics\path.py             | Python   |        447 |          4 |         82 |        533 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\graphics\points.py           | Python   |        211 |          1 |         53 |        265 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\graphics\rosette.ipynb       | JSON     |        133 |          0 |          1 |        134 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\graphics\rosette2.ipynb      | JSON     |        176 |          0 |          1 |        177 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\graphics\shape.py            | Python   |        662 |          0 |        132 |        794 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\graphics\shapes.py           | Python   |        702 |          3 |        159 |        864 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\graphics\sketch.py           | Python   |        355 |          0 |         72 |        427 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\helpers\__init__.py          | Python   |          0 |          0 |          1 |          1 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\helpers\constraint_solver.py | Python   |        204 |         63 |        102 |        369 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\helpers\graph.py             | Python   |        267 |          1 |         69 |        337 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\helpers\illustration.py      | Python   |        923 |         18 |        118 |      1,059 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\helpers\modifiers.py         | Python   |        146 |          0 |         26 |        172 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\helpers\utilities.py         | Python   |        657 |         19 |        206 |        882 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\helpers\validation.py        | Python   |        302 |          4 |         84 |        390 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\helpers\vector.py            | Python   |         99 |          0 |         36 |        135 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\lace\__init__.py             | Python   |          1 |          0 |          1 |          2 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\lace\lace.py                 | Python   |      1,941 |        164 |        298 |      2,403 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\notebook\__init__.py         | Python   |         21 |          1 |          8 |         30 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\settings\settings.py         | Python   |        995 |         34 |         51 |      1,080 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\settings\sg_config.py        | Python   |        168 |          9 |         57 |        234 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\stars\__init__.py            | Python   |          1 |          0 |          1 |          2 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\stars\stars.py               | Python   |        253 |          0 |         49 |        302 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\tests\broug_pg205_test.py    | Python   |         13 |          0 |          3 |         16 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\tests\shape_test_.py         | Python   |         29 |          0 |          9 |         38 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\tests\shape_test_fb.py       | Python   |         29 |          3 |          7 |         39 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\tests\simple_test1.py        | Python   |         35 |          2 |         14 |         51 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\tests\tag_template.py        | Python   |          4 |          1 |          3 |          8 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\tests\tag_tests.py           | Python   |         20 |          0 |          6 |         26 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\tikz\__init__.py             | Python   |          1 |          0 |          1 |          2 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\tikz\tikz.py                 | Python   |      1,346 |         38 |        289 |      1,673 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\wallpaper\__init__.py        | Python   |          1 |          0 |          1 |          2 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\src\simetri\wallpaper\wallpaper.py       | Python   |        682 |         34 |        133 |        849 |
| c:\Users\manga\OneDrive\Documents\uv_simetri_3.9\simetri\uv.lock                                  | toml     |      1,203 |          0 |         51 |      1,254 |
| Total                                                                                             |          |     48,687 |      1,105 |      5,007 |     54,799 |
+---------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
