LC1,LU1,CLC2,CLC1,Representativeness,
F00,U321,99,99,1,
F00,U322,99,99,1,
F00,U330,13,1,1,
F00,U340,99,99,1,
F00,U350,99,99,1,
F00,U361,99,99,1,
F00,U362,99,99,1,
F00,U363,99,99,1,
F00,U364,99,99,1,
F00,U370,99,99,1,
F00,U400,33,3,1,
F00,U500,99,99,1,
F10,U111,33,3,1,
F10,U112,33,3,1,
F10,U120,33,3,1,
F10,U130,33,3,1,
F10,U140,13,1,1,
F10,U150,33,3,1,
F10,U210,33,3,1,
F10,U223,33,3,1,
F10,U224,33,3,1,
F10,U311,33,3,1,
F10,U312,33,3,1,
F10,U313,33,3,1,
F10,U316,33,3,1,
F10,U317,33,3,1,
F10,U318,33,3,1,
F10,U319,33,3,1,
F10,U321,33,3,1,
F10,U322,33,3,1,
F10,U330,13,1,1,
F10,U341,33,3,1,
F10,U350,33,3,1,
F10,U361,33,3,1,
F10,U362,33,3,1,
F10,U363,33,3,1,
F10,U370,33,3,1,
F10,U410,33,3,1,
F10,U415,33,3,1,
F10,U420,32,3,1,
F20,U111,33,3,1,
F20,U112,33,3,1,
F20,U120,32,3,1,
F20,U130,33,3,1,
F20,U140,13,1,1,
F20,U150,33,3,1,
F20,U210,33,3,1,
F20,U221,33,3,1,
F20,U223,33,3,1,
F20,U224,33,3,1,
F20,U226,33,3,1,
F20,U227,33,3,1,
F20,U312,33,3,1,
F20,U313,33,3,1,
F20,U314,33,3,1,
F20,U317,33,3,1,
F20,U318,33,3,1,
F20,U319,33,3,1,
F20,U321,33,3,1,
F20,U322,33,3,1,
F20,U330,13,1,1,
F20,U341,33,3,1,
F20,U350,33,3,1,
F20,U361,33,3,1,
F20,U362,33,3,1,
F20,U363,33,3,1,
F20,U370,33,3,1,
F20,U410,33,3,1,
F20,U413,33,3,1,
F20,U415,33,3,1,
F20,U420,33,3,1,
F30,U111,33,3,1,
F30,U112,33,3,1,
F30,U120,32,3,1,
F30,U140,13,1,1,
F30,U319,33,3,1,
F30,U350,13,1,1,
F30,U361,33,3,1,
F30,U370,33,3,1,
F30,U410,33,3,1,
F30,U411,33,3,1,
F30,U420,33,3,1,
F40,U111,99,99,1,
F40,U112,99,99,1,
F40,U113,99,99,1,
F40,U120,32,3,1,
F40,U140,13,1,1,
F40,U210,99,99,1,
F40,U221,99,99,1,
F40,U223,99,99,1,
F40,U224,99,99,1,
F40,U225,99,99,1,
F40,U226,99,99,1,
F40,U227,99,99,1,
F40,U311,99,99,1,
F40,U312,99,99,1,
F40,U313,99,99,1,
F40,U314,99,99,1,
F40,U315,99,99,1,
F40,U316,99,99,1,
F40,U317,99,99,1,
F40,U318,99,99,1,
F40,U319,99,99,1,
F40,U321,99,99,1,
F40,U322,99,99,1,
F40,U330,13,1,1,
F40,U340,99,99,1,
F40,U341,99,99,1,
F40,U350,99,99,1,
F40,U361,99,99,1,
F40,U362,99,99,1,
F40,U370,99,99,1,
F40,U410,99,99,1,
F40,U411,99,99,1,
F40,U412,99,99,1,
F40,U413,99,99,1,
F40,U414,99,99,1,
F40,U415,99,99,1,
F40,U420,99,99,1,
G01,U111,51,5,1,
G01,U120,51,5,1,
G01,U130,51,5,1,
G01,U140,51,5,1,
G01,U210,51,5,1,
G01,U221,51,5,1,
G01,U224,51,5,1,
G01,U226,51,5,1,
G01,U312,51,5,1,
G01,U313,51,5,1,
G01,U317,51,5,1,
G01,U321,51,5,1,
G01,U322,51,5,1,
G01,U330,51,5,1,
G01,U340,51,5,1,
G01,U350,51,5,1,
G01,U361,51,5,1,
G01,U362,51,5,1,
G01,U363,51,5,1,
G01,U370,51,5,1,
G01,U400,51,5,1,
G01,U500,99,99,1,
G02,U111,51,5,1,
G02,U120,51,5,1,
G02,U130,51,5,1,
G02,U210,51,5,1,
G02,U312,51,5,1,
G02,U313,51,5,1,
G02,U314,51,5,1,
G02,U318,51,5,1,
G02,U321,51,5,1,
G02,U361,51,5,1,
G02,U362,51,5,1,
G02,U400,51,5,1,
G02,U500,99,99,1,
G03,U130,99,99,1,
G03,U140,42,4,1,
G03,U313,99,99,1,
G03,U321,99,99,1,
G03,U350,99,99,1,
G03,U361,99,99,1,
G03,U400,99,99,1,
G05,U350,33,3,1,
G10,U111,51,5,1,
G10,U130,51,5,1,
G10,U140,51,5,1,
G10,U150,51,5,1,
G10,U210,51,5,1,
G10,U221,51,5,1,
G10,U224,51,5,1,
G10,U313,51,5,1,
G10,U314,51,5,1,
G10,U317,51,5,1,
G10,U318,51,5,1,
G10,U321,51,5,1,
G10,U322,51,5,1,
G10,U340,51,5,1,
G10,U350,51,5,1,
G10,U361,51,5,1,
G10,U362,51,5,1,
G10,U363,51,5,1,
G10,U364,51,5,1,
G10,U370,51,5,1,
G10,U400,51,5,1,
G10,U410,51,5,1,
G10,U420,51,5,1,
G11,U111,51,5,1,
G11,U130,51,5,1,
G11,U140,51,5,1,
G11,U210,51,5,1,
G11,U313,51,5,1,
G11,U321,51,5,1,
G11,U322,51,5,1,
G11,U330,51,5,1,
G11,U341,51,5,1,
G11,U342,51,5,1,
G11,U350,51,5,1,
G11,U361,51,5,1,
G11,U362,51,5,1,
G11,U370,51,5,1,
G11,U410,51,5,1,
G11,U411,51,5,1,
G11,U413,51,5,1,
G11,U415,51,5,1,
G11,U420,51,5,1,
G12,U111,51,5,1,
G12,U130,51,5,1,
G12,U140,51,5,1,
G12,U313,51,5,1,
G12,U321,51,5,1,
G12,U361,51,5,1,
G12,U362,51,5,1,
G12,U370,51,5,1,
G12,U410,51,5,1,
G12,U420,51,5,1,
G20,U111,51,5,1,
G20,U130,51,5,1,
G20,U140,51,5,1,
G20,U150,51,5,1,
G20,U210,51,5,1,
G20,U224,51,5,1,
G20,U313,51,5,1,
G20,U318,51,5,1,
G20,U321,51,5,1,
G20,U322,51,5,1,
G20,U350,51,5,1,
G20,U361,51,5,1,
G20,U362,51,5,1,
G20,U364,51,5,1,
G20,U370,51,5,1,
G20,U400,51,5,1,
G20,U410,51,5,1,
G20,U420,51,5,1,
G21,U111,51,5,1,
G21,U130,51,5,1,
G21,U140,51,5,1,
G21,U210,51,5,1,
G21,U313,51,5,1,
G21,U321,51,5,1,
G21,U322,51,5,1,
G21,U341,51,5,1,
G21,U350,51,5,1,
G21,U361,51,5,1,
G21,U362,51,5,1,
G21,U370,51,5,1,
G21,U410,51,5,1,
G21,U415,51,5,1,
G21,U420,51,5,1,
G22,U130,51,5,1,
G22,U140,51,5,1,
G22,U313,51,5,1,
G22,U420,51,5,1,
G30,U130,99,99,1,
G30,U140,42,4,1,
G30,U313,99,99,1,
G30,U321,99,99,1,
G30,U350,99,99,1,
G30,U361,99,99,1,
G30,U362,99,99,1,
G30,U363,99,99,1,
G30,U364,99,99,1,
G30,U400,99,99,1,
G30,U420,99,99,1,
G50,U350,33,3,1,
G50,U361,33,3,1,
G50,U362,33,3,1,
G50,U364,33,3,1,
G50,U400,33,3,1,
G50,U420,33,3,1,
H11,U111,41,4,1,
H11,U130,41,4,1,
H11,U140,41,4,1,
H11,U150,41,4,1,
H11,U210,41,4,1,
H11,U322,41,4,1,
H11,U330,41,4,1,
H11,U341,41,4,1,
H11,U350,41,4,1,
H11,U361,41,4,1,
H11,U362,41,4,1,
H11,U364,41,4,1,
H11,U370,41,4,1,
H11,U400,41,4,1,
H11,U410,41,4,1,
H11,U411,41,4,1,
H11,U415,41,4,1,
H11,U420,41,4,1,
H12,U130,41,4,1,
H12,U140,41,4,1,
H12,U150,41,4,1,
H12,U210,41,4,1,
H12,U330,41,4,1,
H12,U350,41,4,1,
H12,U361,41,4,1,
H12,U362,41,4,1,
H12,U364,41,4,1,
H12,U400,41,4,1,
H12,U410,41,4,1,
H12,U411,41,4,1,
H12,U415,41,4,1,
H12,U420,41,4,1,
H21,U111,42,4,1,
H21,U130,42,4,1,
H21,U150,42,4,1,
H21,U210,42,4,1,
H21,U350,42,4,1,
H21,U361,42,4,1,
H21,U364,42,4,1,
H21,U370,42,4,1,
H21,U400,42,4,1,
H21,U410,42,4,1,
H21,U415,42,4,1,
H21,U420,42,4,1,
H22,U130,42,4,1,
H22,U140,42,4,1,
H22,U150,42,4,1,
H22,U322,42,4,1,
H22,U364,42,4,1,
H22,U400,42,4,1,
H22,U410,42,4,1,
H22,U411,42,4,1,
H22,U415,42,4,1,
H22,U420,42,4,1,
H23,U130,42,4,1,
H23,U313,42,4,1,
H23,U361,42,4,1,
H23,U364,42,4,1,
H23,U400,42,4,1,
H23,U420,42,4,1,
