timestamps,inlet_volume,outlet_volume,Delta Mass,inlet_pressure,outlet_pressure
2025-03-24T10:21:00,447.81,371.82,447.81,447.81,371.82
2025-03-24T10:22:00,320.66,379.9,320.66,320.66,379.9
2025-03-24T10:23:00,274.53,382.78,274.53,274.53,382.78
2025-03-24T10:24:00,281.51,389.93,281.51,281.51,389.93
2025-03-24T10:25:00,285.23,396.29,285.23,285.23,396.29
2025-03-24T10:26:00,471.97,386.3,471.97,471.97,386.3
2025-03-24T10:27:00,510.56,378.96,510.56,510.56,378.96
2025-03-24T10:28:00,502.47,372.93,502.47,502.47,372.93
2025-03-24T10:29:00,493.35,376.93,493.35,493.35,376.93
2025-03-24T10:30:00,486.8,386.89,486.8,486.8,386.89
2025-03-24T10:31:00,474.64,391.82,474.64,474.64,391.82
2025-03-24T10:32:00,456.42,392.44,456.42,456.42,392.44
2025-03-24T10:33:00,428.99,402.79,428.99,428.99,402.79
2025-03-24T10:34:00,427.78,405.2,427.78,427.78,405.2
2025-03-24T10:35:00,385.72,406.41,385.72,385.72,406.41
2025-03-24T10:36:00,370.52,416.19,370.52,370.52,416.19
2025-03-24T10:37:00,336.38,422.59,336.38,336.38,422.59
2025-03-24T10:38:00,252.92,425.31,252.92,252.92,425.31
2025-03-24T10:39:00,233.67,416.97,233.67,233.67,416.97
2025-03-24T10:40:00,392.42,421.42,392.42,392.42,421.42
2025-03-24T10:41:00,405.32,410,405.32,405.32,410
2025-03-24T10:42:00,423.5,398.62,423.5,423.5,398.62
2025-03-24T10:43:00,422.1,382.79,422.1,422.1,382.79
2025-03-24T10:44:00,420.97,389.53,420.97,420.97,389.53
2025-03-24T10:45:00,423.12,392.44,423.12,423.12,392.44
2025-03-24T10:46:00,421.95,396.3,421.95,421.95,396.3
2025-03-24T10:47:00,385.27,407.97,385.27,385.27,407.97
2025-03-24T10:48:00,388.94,412.35,388.94,388.94,412.35
2025-03-24T10:49:00,245.19,410.79,245.19,245.19,410.79
2025-03-24T10:50:00,272.41,402.17,272.41,272.41,402.17
2025-03-24T10:51:00,284.45,394.22,284.45,284.45,394.22
2025-03-24T10:52:00,499.67,384.4,499.67,499.67,384.4
2025-03-24T10:53:00,478.97,375.01,478.97,478.97,375.01
2025-03-24T10:54:00,455.59,373.15,455.59,455.59,373.15
2025-03-24T10:55:00,435.63,373.08,435.63,435.63,373.08
2025-03-24T10:56:00,424.19,382.16,424.19,424.19,382.16
2025-03-24T10:57:00,345.26,385.8,345.26,345.26,385.8
2025-03-24T10:58:00,346.38,385.6,346.38,346.38,385.6
2025-03-24T10:59:00,435.06,390.2,435.06,435.06,390.2
2025-03-24T11:00:00,325.62,390.47,325.62,325.62,390.47
2025-03-24T11:01:00,305.26,394.83,305.26,305.26,394.83
2025-03-24T11:02:00,455.52,397.18,455.52,455.52,397.18
2025-03-24T11:03:00,401.49,392.12,401.49,401.49,392.12
2025-03-24T11:04:00,408.18,380.67,408.18,408.18,380.67
2025-03-24T11:05:00,424.44,377.21,424.44,424.44,377.21
2025-03-24T11:06:00,316.58,384.35,316.58,316.58,384.35
2025-03-24T11:07:00,268.74,395.73,268.74,268.74,395.73
2025-03-24T11:08:00,275.99,400.02,275.99,275.99,400.02
2025-03-24T11:09:00,418.5,400.22,418.5,418.5,400.22
2025-03-24T11:10:00,383.32,386.57,383.32,383.32,386.57
2025-03-24T11:11:00,376.68,380.06,376.68,376.68,380.06
2025-03-24T11:12:00,377.87,374.88,377.87,377.87,374.88
2025-03-24T11:13:00,400.2,375.75,400.2,400.2,375.75
2025-03-24T11:14:00,431.61,388.38,431.61,431.61,388.38
2025-03-24T11:15:00,437.6,391.72,437.6,437.6,391.72
2025-03-24T11:16:00,425.02,386.96,425.02,425.02,386.96
2025-03-24T11:17:00,374.51,389.25,374.51,374.51,389.25
2025-03-24T11:18:00,372.5,387.56,372.5,372.5,387.56
2025-03-24T11:19:00,375.69,390.69,375.69,375.69,390.69
2025-03-24T11:20:00,409.75,396.45,409.75,409.75,396.45
2025-03-24T11:21:00,422.72,399.18,422.72,422.72,399.18
2025-03-24T11:22:00,369.67,394.31,369.67,369.67,394.31
2025-03-24T11:23:00,336.47,394.94,336.47,336.47,394.94
2025-03-24T11:24:00,423.16,396.71,423.16,423.16,396.71
2025-03-24T11:25:00,444.51,392.69,444.51,444.51,392.69
2025-03-24T11:26:00,375.3,395.91,375.3,375.3,395.91
2025-03-24T11:27:00,486.01,392.17,486.01,486.01,392.17
2025-03-24T11:28:00,454.22,389.26,454.22,454.22,389.26
2025-03-24T11:29:00,446.99,386.41,446.99,446.99,386.41
2025-03-24T11:30:00,439.85,384.52,439.85,439.85,384.52
2025-03-24T11:31:00,304.64,392.24,304.64,304.64,392.24
2025-03-24T11:32:00,287.6,395.49,287.6,287.6,395.49
2025-03-24T11:33:00,272.84,401.14,272.84,272.84,401.14
2025-03-24T11:34:00,288.67,409.46,288.67,288.67,409.46
2025-03-24T11:35:00,467.98,399.34,467.98,467.98,399.34
2025-03-24T11:36:00,419.12,396.38,419.12,419.12,396.38
2025-03-24T11:37:00,242.55,389.6,242.55,242.55,389.6
2025-03-24T11:38:00,280.07,392.5,280.07,280.07,392.5
2025-03-24T11:39:00,307.77,395.81,307.77,307.77,395.81
2025-03-24T11:40:00,309.21,385.27,309.21,309.21,385.27
2025-03-24T11:41:00,310.98,388.98,310.98,310.98,388.98
2025-03-24T11:42:00,483.73,380.94,483.73,483.73,380.94
2025-03-24T11:43:00,495.16,373.84,495.16,495.16,373.84
2025-03-24T11:44:00,523.2,366.9,523.2,523.2,366.9
2025-03-24T11:45:00,526.88,357,526.88,526.88,357
2025-03-24T11:46:00,522,372.31,522,522,372.31
2025-03-24T11:47:00,519.77,382.5,519.77,519.77,382.5
2025-03-24T11:48:00,521.32,391.06,521.32,521.32,391.06
2025-03-24T11:49:00,490.57,395.24,490.57,490.57,395.24
2025-03-24T11:50:00,462.64,399.27,462.64,462.64,399.27
2025-03-24T11:51:00,441.95,410.07,441.95,441.95,410.07
2025-03-24T11:52:00,262.14,416.15,262.14,262.14,416.15
2025-03-24T11:53:00,402.23,431.84,402.23,402.23,431.84
2025-03-24T11:54:00,401.46,442.48,401.46,401.46,442.48
2025-03-24T11:55:00,416.11,440.41,416.11,416.11,440.41
2025-03-24T11:56:00,436.36,422.94,436.36,436.36,422.94
2025-03-24T11:57:00,305.83,423.89,305.83,305.83,423.89
2025-03-24T11:58:00,423.09,424.2,423.09,423.09,424.2
2025-03-24T11:59:00,420.01,417.42,420.01,420.01,417.42
2025-03-24T12:00:00,415.08,409.98,415.08,415.08,409.98
2025-03-24T12:01:00,415.97,411.99,415.97,415.97,411.99
2025-03-24T12:02:00,415.05,417,415.05,415.05,417
2025-03-24T12:03:00,356.21,414.67,356.21,356.21,414.67
2025-03-24T12:04:00,305.28,416.05,305.28,305.28,416.05
2025-03-24T12:05:00,378.36,410.89,378.36,378.36,410.89
2025-03-24T12:06:00,418.34,410.86,418.34,418.34,410.86
2025-03-24T12:07:00,394.24,411.96,394.24,394.24,411.96
2025-03-24T12:08:00,416.82,407.58,416.82,416.82,407.58
2025-03-24T12:09:00,265.95,405.05,265.95,265.95,405.05
2025-03-24T12:10:00,274.19,408.78,274.19,274.19,408.78
2025-03-24T12:11:00,279.66,412.69,279.66,279.66,412.69
2025-03-24T12:12:00,362.13,410.21,362.13,362.13,410.21
2025-03-24T12:13:00,431.68,406.96,431.68,431.68,406.96
2025-03-24T12:14:00,426.94,388.28,426.94,426.94,388.28
2025-03-24T12:15:00,422.76,380.02,422.76,422.76,380.02
2025-03-24T12:16:00,303.45,386.19,303.45,303.45,386.19
2025-03-24T12:17:00,277.46,389.01,277.46,277.46,389.01
2025-03-24T12:18:00,285.66,391.27,285.66,285.66,391.27
2025-03-24T12:19:00,355.03,396.85,355.03,355.03,396.85
2025-03-24T12:20:00,425.07,384.05,425.07,425.07,384.05
2025-03-24T12:21:00,435.28,379.49,435.28,435.28,379.49
2025-03-24T12:22:00,432.42,382.24,432.42,432.42,382.24
2025-03-24T12:23:00,429.55,381.5,429.55,429.55,381.5
2025-03-24T12:24:00,424.39,385.94,424.39,424.39,385.94
2025-03-24T12:25:00,400.21,385.92,400.21,400.21,385.92
2025-03-24T12:26:00,355.36,382.2,355.36,355.36,382.2
2025-03-24T12:27:00,346.43,395.02,346.43,346.43,395.02
2025-03-24T12:28:00,331.94,406.76,331.94,331.94,406.76
2025-03-24T12:29:00,518.75,405.82,518.75,518.75,405.82
2025-03-24T12:30:00,528.15,405.76,528.15,528.15,405.76
2025-03-24T12:31:00,517.89,408.46,517.89,517.89,408.46
2025-03-24T12:32:00,517.23,394.13,517.23,517.23,394.13
2025-03-24T12:33:00,489.85,396.7,489.85,489.85,396.7
2025-03-24T12:34:00,459.84,408.96,459.84,459.84,408.96
2025-03-24T12:35:00,472.52,418.74,472.52,472.52,418.74
2025-03-24T12:36:00,455.13,427.54,455.13,455.13,427.54
2025-03-24T12:37:00,449.93,429.41,449.93,449.93,429.41
2025-03-24T12:38:00,444.92,434.71,444.92,444.92,434.71
2025-03-24T12:39:00,314,433.3,314,314,433.3
2025-03-24T12:40:00,311.29,433.12,311.29,311.29,433.12
2025-03-24T12:41:00,370.7,436.95,370.7,370.7,436.95
2025-03-24T12:42:00,521.57,442.82,521.57,521.57,442.82
2025-03-24T12:43:00,508.86,432.37,508.86,508.86,432.37
2025-03-24T12:44:00,504.2,428.81,504.2,504.2,428.81
2025-03-24T12:45:00,460.37,433.09,460.37,460.37,433.09
2025-03-24T12:46:00,513.59,434.48,513.59,513.59,434.48
2025-03-24T12:47:00,469.12,446.86,469.12,469.12,446.86
2025-03-24T12:48:00,435.67,450.97,435.67,435.67,450.97
2025-03-24T12:49:00,422.92,447.56,422.92,422.92,447.56
2025-03-24T12:50:00,456.06,447.08,456.06,456.06,447.08
2025-03-24T12:51:00,431.83,450.05,431.83,431.83,450.05
2025-03-24T12:52:00,293.68,449.65,293.68,293.68,449.65
2025-03-24T12:53:00,464.85,452.32,464.85,464.85,452.32
2025-03-24T12:54:00,452.6,449.53,452.6,452.6,449.53
2025-03-24T12:55:00,485.12,443.01,485.12,485.12,443.01
2025-03-24T12:56:00,503.45,435.41,503.45,503.45,435.41
2025-03-24T12:57:00,506.23,436.41,506.23,506.23,436.41
2025-03-24T12:58:00,499.44,448.7,499.44,499.44,448.7
2025-03-24T12:59:00,462.35,449.48,462.35,462.35,449.48
2025-03-24T13:00:00,549.51,445.77,549.51,549.51,445.77
2025-03-24T13:01:00,507,447.09,507,507,447.09
2025-03-24T13:02:00,451.46,453.21,451.46,451.46,453.21
2025-03-24T13:03:00,425.39,168.6,425.39,425.39,168.6
2025-03-24T13:04:00,407.16,0,407.16,407.16,0
2025-03-24T13:05:00,594.58,0,594.58,594.58,0
2025-03-24T13:06:00,538.28,0,538.28,538.28,0
2025-03-24T13:07:00,480.74,0,480.74,480.74,0
2025-03-24T13:08:00,517.26,0,517.26,517.26,0
2025-03-24T13:09:00,466.72,0,466.72,466.72,0
2025-03-24T13:10:00,459.09,0,459.09,459.09,0
2025-03-24T13:11:00,462.49,0,462.49,462.49,0
2025-03-24T13:12:00,324.12,0,324.12,324.12,0
2025-03-24T13:13:00,455.49,0,455.49,455.49,0
2025-03-24T13:14:00,437.37,0,437.37,437.37,0
2025-03-24T13:15:00,336.12,0,336.12,336.12,0
2025-03-24T13:16:00,355.5,0,355.5,355.5,0
2025-03-24T13:17:00,442.75,0,442.75,442.75,0
2025-03-24T13:18:00,440.43,0,440.43,440.43,0
2025-03-24T13:19:00,438.34,0,438.34,438.34,0
2025-03-24T13:20:00,250.18,0,250.18,250.18,0
2025-03-24T13:21:00,207.21,0,207.21,207.21,0
2025-03-24T13:22:00,168.36,0,168.36,168.36,0
2025-03-24T13:23:00,178.48,0,178.48,178.48,0
2025-03-24T13:24:00,270.32,0,270.32,270.32,0
2025-03-24T13:25:00,190.48,0,190.48,190.48,0
2025-03-24T13:26:00,86.65,0,86.65,86.65,0
2025-03-24T13:27:00,80.2,0,80.2,80.2,0
2025-03-24T13:28:00,118.37,0,118.37,118.37,0
2025-03-24T13:29:00,218.15,0,218.15,218.15,0
2025-03-24T13:30:00,206.78,0,206.78,206.78,0
2025-03-24T13:31:00,118.38,0,118.38,118.38,0
2025-03-24T13:32:00,76.3,0,76.3,76.3,0
2025-03-24T13:33:00,56.04,0,56.04,56.04,0
2025-03-24T13:34:00,167.2,0,167.2,167.2,0
2025-03-24T13:35:00,395,0,395,395,0
2025-03-24T13:36:00,416.82,0,416.82,416.82,0
2025-03-24T13:37:00,599.79,0,599.79,599.79,0
2025-03-24T13:38:00,597.2,0,597.2,597.2,0
2025-03-24T13:39:00,585.63,0,585.63,585.63,0
2025-03-24T13:40:00,563.04,0,563.04,563.04,0
